,name,club,league,attacking,defending,goalkeeping,average_age,international_reputation,mentality,movement,overall,potential,power,skill,skill_moves,value_eur,wage_eur,work_rate,year
6363,R. Elliot,Newcastle United,Premier League,7,3,70,29,1,14,51,69,69,30,13,1,875000,15000,Medium,2016
6364,M. Suttner,FC Ingolstadt 04,Bundesliga,58,69,13,28,1,57,73,69,69,70,64,3,775000,10000,High,2016
6365,L. Peltier,Cardiff City,Premier League,51,76,11,28,1,63,65,69,69,60,54,3,775000,10000,Medium,2016
6366,Y. Kermorgant,Bournemouth,Premier League,72,24,13,33,1,59,60,69,69,77,59,2,675000,8000,High,2016
6367,Javi Moyano,Real Valladolid CF,La Liga,49,77,12,29,1,58,77,69,69,68,54,3,750000,8000,Medium,2016
6368,L. Grabban,Norwich City,Premier League,68,21,13,27,1,56,73,69,69,71,61,3,1100000,15000,High,2016
6369,K. Voser,Fulham,Premier League,57,74,10,28,1,62,71,69,69,66,62,2,775000,10000,Medium,2016
6370,P. Klandt,SC Freiburg,Bundesliga,7,0,69,31,1,10,51,69,69,33,10,1,800000,8000,Medium,2016
6371,D. Capelli,Cesena,Serie A,35,75,8,29,1,48,38,69,69,62,41,2,775000,8000,Low,2016
6372,T. Mangani,Angers SCO,Ligue 1,56,62,13,28,1,66,63,69,69,65,72,2,800000,10000,Medium,2016
6373,C. Rickler Del Mare,Bologna,Serie A,42,70,11,28,2,52,45,69,69,56,36,2,800000,15000,Medium,2016
6374,D. Ciofani,Frosinone,Serie A,58,3,12,29,1,57,58,69,69,74,47,3,1000000,4000,Medium,2016
6375,C. Basham,Sheffield United,Premier League,61,74,10,26,1,59,56,69,69,68,58,2,875000,10000,Medium,2016
6376,R. Bianco,Carpi,Serie A,53,60,11,27,1,76,71,69,69,68,78,2,1000000,10000,Medium,2016
6377,G. Perico,Cesena,Serie A,55,75,4,31,1,50,66,69,69,67,60,2,650000,8000,High,2016
6378,C. Bekamenga,Racing Club de Lens,Ligue 1,65,10,13,29,1,55,64,69,69,69,56,2,1000000,10000,High,2016
6379,Alberto,Real Sporting de Gijón,La Liga,16,-3,70,30,1,24,61,69,69,41,15,1,825000,8000,Medium,2016
6380,F. Sammaritano,Dijon FCO,Ligue 1,61,7,11,29,1,60,87,69,69,57,70,3,975000,10000,High,2016
6381,G. Friend,Middlesbrough,Premier League,56,72,12,27,1,56,66,69,69,70,65,2,825000,10000,High,2016
6382,G. Belaud,Stade Brestois 29,Ligue 1,58,70,13,28,1,62,72,69,69,65,58,3,775000,10000,High,2016
6383,López Silva,Córdoba CF,La Liga,62,20,13,32,1,57,75,69,69,56,67,4,775000,8000,Medium,2016
6384,M. Woolford,Sheffield United,Premier League,67,35,9,29,1,59,67,69,69,70,67,3,950000,8000,Medium,2016
6385,Morcillo,UD Almería,La Liga,41,73,13,29,1,60,54,69,69,61,55,2,775000,8000,High,2016
6386,B. Kayal,Brighton & Hove Albion,Premier League,62,62,10,27,1,68,73,69,69,79,67,3,1000000,10000,Medium,2016
6387,M. Grün,VfL Wolfsburg,Bundesliga,11,0,67,28,1,9,52,69,69,39,5,1,875000,15000,Medium,2016
6388,L. Blanchard,Frosinone,Serie A,37,79,9,27,1,42,59,69,69,47,46,2,825000,6000,Medium,2016
6389,N. Leiva,Villarreal CF,La Liga,61,13,12,18,1,53,75,68,84,43,75,3,1700000,4000,Medium,2016
6390,Fabián,Real Betis,La Liga,67,53,13,19,1,71,60,68,84,56,77,3,1800000,8000,Medium,2016
6391,D. Verde,Frosinone,Serie A,59,34,11,19,1,54,98,68,83,61,60,3,1800000,3000,Medium,2016
6392,A. Traoré,AS Monaco,Ligue 1,56,66,11,20,1,65,69,68,82,60,70,2,1900000,10000,Medium,2016
6393,M. Cornet,Olympique Lyonnais,Ligue 1,60,6,12,18,1,50,78,68,81,66,63,3,1500000,8000,High,2016
6394,C. Aboagye,Granada CF,La Liga,56,42,9,20,1,54,80,68,81,53,63,3,1700000,8000,High,2016
6395,J. Prior,FC Girondins de Bordeaux,Ligue 1,10,7,74,19,1,23,50,68,81,36,15,1,1400000,6000,Medium,2016
6396,G. Gaudino,FC Bayern München,Bundesliga,51,39,12,18,1,50,72,68,81,47,69,3,1400000,8000,Medium,2016
6397,A. Touré,AS Monaco,Ligue 1,54,77,11,19,1,54,65,68,81,55,56,2,1300000,10000,Medium,2016
6398,Hermoso,Real Valladolid CF,La Liga,49,64,8,20,1,55,79,68,81,59,60,2,1500000,6000,High,2016
6399,J. Lascelles,Newcastle United,Premier League,46,72,12,21,1,41,61,68,80,58,38,2,1400000,10000,Medium,2016
6400,T. Baumgartl,VfB Stuttgart,Bundesliga,44,72,14,19,1,48,56,68,80,60,43,2,1200000,6000,Medium,2016
6401,E. Huws,Huddersfield Town,Premier League,57,54,9,21,1,66,61,68,79,66,63,3,1500000,8000,Medium,2016
6402,J. Dongou Tsafack,FC Barcelona,La Liga,64,5,11,20,1,46,80,68,79,67,50,3,1500000,15000,High,2016
6403,D. John,Cardiff City,Premier League,56,73,10,20,1,57,79,68,79,62,62,2,1300000,6000,High,2016
6404,M. Luongo,Queens Park Rangers,Premier League,57,57,12,22,1,61,73,68,78,71,61,3,1400000,8000,High,2016
6405,Y. Cissako,AS Monaco,Ligue 1,53,70,10,20,1,53,78,68,78,55,58,2,1200000,10000,High,2016
6406,R. Ince,Brighton & Hove Albion,Premier League,52,68,14,22,1,60,66,68,77,71,56,2,1200000,8000,Medium,2016
6407,O. Yildirim,SV Werder Bremen,Bundesliga,62,31,13,22,1,51,72,68,77,61,67,4,1300000,8000,Medium,2016
6408,A. Cragno,Cagliari,Serie A,6,1,65,21,1,27,42,68,77,36,7,1,1200000,8000,Medium,2016
6409,Gabriel,CD Leganés,La Liga,63,75,13,21,1,58,49,68,77,77,71,3,1200000,1000,Medium,2016
6410,R. Khedira,RB Leipzig,Bundesliga,49,70,11,21,1,58,60,68,77,68,54,2,1200000,8000,Medium,2016
6411,A. Masina,Bologna,Serie A,59,76,11,21,1,53,70,68,77,56,60,2,1200000,8000,Medium,2016
6412,J. Kliment,VfB Stuttgart,Bundesliga,64,23,11,21,1,51,69,68,77,65,60,3,1400000,8000,Medium,2016
6413,M. Pucko,CA Osasuna,La Liga,53,23,11,21,1,56,74,68,77,50,64,4,1300000,8000,Medium,2016
6414,Juan Muñiz,Real Sporting de Gijón,La Liga,60,59,14,23,1,70,68,68,76,65,79,3,1300000,8000,Medium,2016
6415,M. Odubajo,Hull City,Premier League,56,69,12,21,1,55,77,68,76,70,56,3,1100000,8000,Medium,2016
6416,C. Battocchio,Stade Brestois 29,Ligue 1,58,59,12,23,1,64,75,68,76,66,67,3,1300000,8000,High,2016
6417,G. Brugman,Palermo,Serie A,58,36,11,22,1,58,72,68,76,61,70,3,1300000,8000,High,2016
6418,I. Kiese Thelin,FC Girondins de Bordeaux,Ligue 1,72,23,12,23,1,57,59,68,76,71,56,3,1300000,10000,Medium,2016
6419,Patric,Lazio,Serie A,54,74,12,22,1,56,65,68,76,72,61,2,1100000,10000,Medium,2016
6420,Y. Chibsah,Frosinone,Serie A,56,63,8,21,1,64,73,68,76,68,61,2,1300000,2000,Medium,2016
6421,M. Zeffane,Stade Rennais FC,Ligue 1,69,66,12,23,1,61,71,68,76,70,59,2,1100000,8000,Medium,2016
6422,P. Polomat,AS Saint-Étienne,Ligue 1,51,81,13,21,1,67,65,68,76,59,56,2,1100000,8000,High,2016
6423,Rubén Sobrino,Girona FC,La Liga,66,18,11,23,1,56,89,68,76,60,84,3,1300000,10000,Medium,2016
6424,Nono,Elche CF,La Liga,57,49,12,22,1,57,70,68,76,56,73,3,1300000,8000,Medium,2016
6425,Pere Pons,Girona FC,La Liga,53,73,11,22,1,62,66,68,76,66,63,2,1100000,8000,High,2016
6426,J. Green,FC Bayern München,Bundesliga,61,24,11,20,1,43,74,68,76,57,61,3,1300000,15000,Medium,2016
6427,S. Kerk,1. FC Nürnberg,Bundesliga,65,31,10,21,1,52,71,68,76,66,69,3,1300000,8000,High,2016
6428,Álex Moreno,Elche CF,La Liga,59,29,11,22,1,54,76,68,76,54,70,3,1300000,8000,Medium,2016
6429,E. Crivelli,FC Girondins de Bordeaux,Ligue 1,64,27,12,20,1,61,62,68,76,72,55,2,1300000,8000,High,2016
6430,Bustinza,CD Leganés,La Liga,52,76,12,23,1,53,72,68,76,56,54,2,1100000,1000,Medium,2016
6431,Castro,Real Sporting de Gijón,La Liga,64,33,12,20,1,56,71,68,76,68,64,3,1300000,8000,High,2016
6432,Álvaro,Elche CF,La Liga,60,15,10,24,1,47,72,68,75,59,56,3,1200000,10000,Medium,2016
6433,K. Darlow,Newcastle United,Premier League,7,0,68,24,1,10,60,68,75,33,15,1,1100000,15000,Medium,2016
6434,E. Hadžić,UD Almería,La Liga,62,12,13,22,1,54,77,68,75,59,66,2,1200000,8000,Medium,2016
6435,Álex Menéndez,Real Sporting de Gijón,La Liga,59,64,10,23,1,77,82,68,75,73,61,2,1000000,8000,High,2016
6436,S. Falette,Stade Brestois 29,Ligue 1,44,71,12,23,1,42,58,68,75,69,40,2,1100000,8000,Medium,2016
6437,J. Bela,Dijon FCO,Ligue 1,56,30,13,22,1,48,83,68,75,58,61,3,1200000,8000,Medium,2016
6438,Y. Bodiger,Toulouse Football Club,Ligue 1,57,77,13,20,1,68,55,68,75,61,65,3,1100000,6000,Medium,2016
6439,J. Emmanuel-Thomas,Queens Park Rangers,Premier League,66,32,12,24,1,59,62,68,74,70,62,4,1200000,10000,Low,2016
6440,Y. Ngbakoto,FC Metz,Ligue 1,58,14,13,23,1,58,74,68,74,67,64,3,1200000,10000,High,2016
6441,Ros,RCD Mallorca,La Liga,56,56,12,25,1,61,78,68,74,73,68,3,1100000,8000,Medium,2016
6442,D. Burn,Fulham,Premier League,44,72,11,23,1,54,40,68,74,55,51,2,1000000,8000,Low,2016
6443,S. Kittel,Eintracht Frankfurt,Bundesliga,63,17,13,22,1,54,71,68,74,59,71,3,1200000,8000,Medium,2016
6444,T. Darikwa,Burnley,Premier League,55,60,11,23,1,68,68,68,74,61,53,3,1000000,8000,High,2016
6445,F. Hartherz,SC Paderborn 07,Bundesliga,57,72,12,22,1,54,67,68,74,69,60,2,1000000,8000,Medium,2016
6446,A. Trajkovski,Palermo,Serie A,66,8,13,22,1,56,71,68,74,65,67,2,1200000,8000,Medium,2016
6447,Guillermo,CD Leganés,La Liga,63,24,9,22,1,54,70,68,74,61,58,2,1200000,1000,Medium,2016
6448,M. Bianchetti,Hellas Verona,Serie A,36,75,8,22,1,44,60,68,74,63,43,2,1000000,8000,Low,2016
6449,A. Youga,GFC Ajaccio,Ligue 1,49,67,9,22,1,59,52,68,74,67,64,2,1000000,8000,Medium,2016
6450,M. Frey,LOSC Lille,Ligue 1,61,15,13,20,1,51,52,68,74,67,54,3,1200000,8000,High,2016
6451,R. Punčec,1. FC Union Berlin,Bundesliga,42,72,11,23,1,42,68,68,74,57,40,2,1000000,8000,Medium,2016
6452,H. Magnússon,Cesena,Serie A,39,77,9,22,1,46,62,68,74,66,55,2,1000000,8000,Medium,2016
6453,A. Brignoli,Sampdoria,Serie A,11,0,68,23,1,13,36,68,74,31,10,1,1000000,8000,Medium,2016
6454,C. Nsikulu,Évian Thonon Gaillard FC,Ligue 1,65,19,12,22,1,54,74,68,74,62,57,3,1200000,8000,Medium,2016
6455,D. Župarić,Pescara,Serie A,31,72,13,23,1,40,52,68,74,50,40,2,1000000,8000,Medium,2016
6456,Saúl,Deportivo de La Coruña,La Liga,50,75,13,20,1,53,66,68,74,65,44,3,1000000,6000,High,2016
6457,C. Yambéré,FC Girondins de Bordeaux,Ligue 1,45,77,12,24,1,54,44,68,74,54,32,2,1000000,8000,Medium,2016
6458,A. Smithies,Queens Park Rangers,Premier League,1,4,68,25,1,32,52,68,73,47,5,1,950000,8000,Medium,2016
6459,S. Scannell,Huddersfield Town,Premier League,63,38,12,24,1,58,79,68,73,62,63,4,1100000,8000,High,2016
6460,S. Colombi,Palermo,Serie A,11,-1,67,24,1,22,48,68,73,35,12,1,1000000,8000,Medium,2016
6461,N. Giannetti,Cagliari,Serie A,65,6,12,24,1,50,76,68,73,69,61,3,1200000,10000,Medium,2016
6462,J. Paterson,Huddersfield Town,Premier League,63,18,11,23,1,50,79,68,73,62,68,3,1100000,8000,High,2016
6463,A. Merkel,Udinese,Serie A,65,49,11,23,1,57,73,68,73,61,73,3,1100000,8000,Medium,2016
6464,Campabadal,RCD Mallorca,La Liga,40,71,12,22,1,50,71,68,73,50,52,2,975000,8000,Medium,2016
6465,G. Teigl,RB Leipzig,Bundesliga,60,68,13,24,1,58,79,68,73,67,61,3,975000,8000,High,2016
6466,A. Jung,RB Leipzig,Bundesliga,64,71,11,23,1,56,67,68,73,75,69,2,975000,8000,Medium,2016
6467,P. Paye,FC Lorient,Ligue 1,44,73,12,25,1,57,75,68,73,58,50,2,950000,8000,Medium,2016
6468,L. Gomis,Frosinone,Serie A,13,5,69,25,1,6,64,68,72,42,8,1,925000,4000,Medium,2016
6469,D. Guidileye,AS Nancy Lorraine,Ligue 1,36,65,11,25,1,56,69,68,72,70,57,2,925000,8000,Medium,2016
6470,R. van La Parra,Wolverhampton Wanderers,Premier League,54,33,14,24,1,56,76,68,72,63,66,4,1100000,8000,Medium,2016
6471,J. Bennett,Bournemouth,Premier League,52,74,10,25,1,59,68,68,72,60,59,2,900000,8000,High,2016
6472,R. Romo,Udinese,Serie A,13,13,66,25,1,24,49,68,72,40,18,1,925000,8000,Medium,2016
6473,E. O'Kane,Bournemouth,Premier League,52,60,12,24,1,63,75,68,72,64,63,3,1100000,8000,Medium,2016
6474,B. Ketkeophomphone,Angers SCO,Ligue 1,64,7,9,25,1,52,75,68,72,67,61,2,1100000,8000,Medium,2016
6475,Raúl Lizoain,UD Las Palmas,La Liga,1,1,69,24,1,21,57,68,72,36,7,1,950000,8000,Medium,2016
6476,E. Tié Bi,Stade Brestois 29,Ligue 1,46,66,10,24,1,61,71,68,72,65,55,2,950000,8000,Medium,2016
6477,José Ángel,Elche CF,La Liga,42,66,10,26,1,55,58,68,72,53,55,2,925000,10000,Medium,2016
6478,P. Wszołek,Hellas Verona,Serie A,60,43,12,23,1,61,69,68,72,66,66,3,1100000,8000,Medium,2016
6479,Roberto Torres,CA Osasuna,La Liga,55,51,11,26,1,63,71,68,72,70,69,2,1100000,10000,High,2016
6480,I. Sylla,GFC Ajaccio,Ligue 1,66,64,12,21,1,63,67,68,72,65,64,3,1100000,8000,High,2016
6481,Asdrúbal,UD Las Palmas,La Liga,69,15,13,24,1,60,77,68,72,80,64,3,1200000,10000,High,2016
6482,R. Crivello,Frosinone,Serie A,63,85,10,23,1,45,67,68,72,61,58,2,950000,4000,High,2016
6483,L. Tomlin,Bournemouth,Premier League,63,31,12,26,1,65,68,68,71,70,67,3,1100000,15000,High,2016
6484,D. Stephens,Brighton & Hove Albion,Premier League,66,56,12,26,1,65,64,68,71,74,67,2,1000000,10000,Medium,2016
6485,G. N'Goyi,Dijon FCO,Ligue 1,47,66,9,27,1,52,66,68,71,62,55,2,850000,10000,Medium,2016
6486,J. Murphy,Brighton & Hove Albion,Premier League,62,36,15,25,1,62,74,68,71,72,64,3,1000000,8000,Medium,2016
6487,A. Mazzotta,Cesena,Serie A,56,69,11,25,1,58,70,68,71,67,59,2,875000,8000,High,2016
6488,Neuton,Granada CF,La Liga,51,74,13,25,1,58,61,68,71,63,52,2,900000,8000,Medium,2016
6489,Javi Álamo,Girona FC,La Liga,61,35,11,26,1,57,61,68,71,67,63,2,1000000,10000,Medium,2016
6490,T. Leistner,1. FC Union Berlin,Bundesliga,47,71,13,24,1,55,58,68,71,62,50,2,925000,8000,Medium,2016
6491,R. Abdullah,FC Lorient,Ligue 1,58,64,11,21,1,64,58,68,71,60,57,2,925000,8000,Low,2016
6492,M. Heinloth,SC Paderborn 07,Bundesliga,50,75,13,23,1,54,70,68,71,64,50,2,925000,8000,Medium,2016
6493,Mata,Girona FC,La Liga,58,25,10,26,1,69,65,68,71,70,59,3,1100000,15000,Medium,2016
6494,S. Baldock,Brighton & Hove Albion,Premier League,57,30,12,26,1,56,80,68,70,70,62,2,1100000,15000,High,2016
6495,T. Rowe,Wolverhampton Wanderers,Premier League,57,70,15,26,1,60,70,68,70,63,58,3,850000,10000,Medium,2016
6496,Q. Othon,ESTAC Troyes,Ligue 1,50,66,10,27,1,57,70,68,70,62,58,2,825000,10000,Medium,2016
6497,J. Hogg,Huddersfield Town,Premier League,61,71,11,26,1,61,74,68,70,71,58,3,1000000,10000,Medium,2016
6498,D. Daube,1. FC Union Berlin,Bundesliga,59,58,14,25,1,64,66,68,70,68,71,2,1000000,8000,Medium,2016
6499,J. Rivierez,FC Metz,Ligue 1,48,71,14,26,1,47,64,68,70,63,46,2,850000,10000,Medium,2016
6500,J. Gondorf,SV Darmstadt 98,Bundesliga,60,66,11,27,1,65,72,68,70,77,69,3,975000,10000,High,2016
6501,A. Rosi,Frosinone,Serie A,58,67,10,28,1,63,70,68,69,72,65,3,925000,6000,Medium,2016
6502,V. Muratori,AS Nancy Lorraine,Ligue 1,44,73,11,27,1,55,68,68,69,53,51,2,775000,10000,Medium,2016
6503,A. Clayton,Middlesbrough,Premier League,56,63,12,26,1,67,68,68,69,66,69,2,825000,10000,Medium,2016
6504,A. Gunnarsson,Cardiff City,Premier League,65,65,11,26,1,67,70,68,69,71,64,2,975000,10000,Medium,2016
6505,M. Ciofani,Frosinone,Serie A,43,82,8,27,1,47,66,68,69,62,45,2,775000,6000,Medium,2016
6506,R. Brimah,Córdoba CF,La Liga,7,-1,75,28,1,21,47,68,69,45,2,1,850000,10000,Medium,2016
6507,T. Maoulida,Nîmes Olympique,Ligue 1,69,19,10,36,2,62,63,68,68,67,62,3,120000,2000,High,2016
6508,T. Wiese,TSG 1899 Hoffenheim,Bundesliga,7,4,64,33,2,15,30,68,68,28,13,1,625000,6000,Medium,2016
6509,G. O'Neil,Norwich City,Premier League,65,58,12,32,2,64,66,68,68,68,69,3,650000,10000,Medium,2016
6510,L. Doyley,Watford,Premier League,43,74,11,32,1,55,68,68,68,60,48,2,500000,8000,Low,2016
6511,M. Hudson,Huddersfield Town,Premier League,45,69,10,33,1,50,40,68,68,63,40,2,375000,5000,Medium,2016
6512,K. Henry,Queens Park Rangers,Premier League,59,75,13,32,2,65,58,68,68,73,60,3,650000,10000,Medium,2016
6513,A. Frara,Frosinone,Serie A,49,53,11,32,1,71,65,68,68,69,67,2,650000,3000,Medium,2016
6514,G. Pujol,GFC Ajaccio,Ligue 1,70,29,12,35,2,62,56,68,68,68,66,3,350000,8000,Medium,2016
6515,C. Maury,GFC Ajaccio,Ligue 1,8,0,78,29,1,20,30,68,68,22,13,1,725000,8000,Medium,2016
6516,O. Sorin,Stade Rennais FC,Ligue 1,5,3,69,34,2,18,47,68,68,37,9,1,550000,6000,Medium,2016
6517,D. Hammond,Leicester City,Premier League,58,62,12,32,1,66,61,68,68,69,63,2,650000,8000,Medium,2016
6518,M. Sağlik,SC Paderborn 07,Bundesliga,65,16,14,32,1,58,60,68,68,61,62,3,700000,10000,Medium,2016
6519,A. Budel,Brescia,Serie A,61,73,11,34,2,63,56,68,68,73,64,2,270000,6000,Medium,2016
6520,A. Russo,Frosinone,Serie A,37,74,11,28,1,39,58,68,68,53,34,2,675000,6000,Medium,2016
6521,D. Krešić,Bayer 04 Leverkusen,Bundesliga,8,0,68,31,1,11,42,68,68,43,11,1,675000,15000,Medium,2016
6522,P. McCarthy,Crystal Palace,Premier League,38,70,12,32,1,56,54,68,68,64,38,2,500000,8000,Medium,2016
6523,G. N'Daw,Racing Club de Lens,Ligue 1,58,72,14,31,1,55,46,68,68,73,60,2,550000,8000,Medium,2016
6524,A. Baptiste,Middlesbrough,Premier League,51,78,11,29,1,57,70,68,68,67,40,2,625000,8000,High,2016
6525,Mora,Deportivo Alavés,La Liga,58,41,13,35,1,65,57,68,68,63,72,2,290000,1000,Medium,2016
6526,Felipe Sanchón,Girona FC,La Liga,62,11,12,33,1,52,81,68,68,54,62,3,575000,8000,Medium,2016
6527,P. Sammarco,Frosinone,Serie A,59,63,10,32,2,66,69,68,68,70,67,2,650000,4000,Medium,2016
6528,D. Edwards,Wolverhampton Wanderers,Premier League,70,59,13,29,2,64,67,68,68,70,63,3,825000,10000,High,2016
6529,P. Tschauner,Hannover 96,Bundesliga,8,1,68,29,1,18,44,68,68,35,9,1,725000,8000,Medium,2016
6530,Óscar Ramírez,SD Huesca,La Liga,50,74,12,31,1,54,67,68,68,74,51,2,550000,8000,Medium,2016
6531,B. Sharp,Sheffield United,Premier League,64,41,10,29,1,62,66,68,68,69,61,3,850000,10000,Medium,2016
6532,G. Karanović,Angers SCO,Ligue 1,56,31,11,27,1,65,67,68,68,62,53,2,900000,15000,High,2016
6533,A. Bruce,Hull City,Premier League,44,75,11,30,1,43,54,68,68,59,42,2,625000,8000,Low,2016
6534,J. O'Hara,Fulham,Premier League,64,62,13,28,2,66,54,68,68,67,67,3,825000,15000,Medium,2016
6535,Javi Flaño,CA Osasuna,La Liga,49,77,14,30,1,54,66,68,68,67,56,2,600000,8000,Medium,2016
6536,F. Schönheim,1. FC Union Berlin,Bundesliga,62,73,14,28,1,65,63,68,68,68,65,2,650000,10000,Medium,2016
6537,M. Emnes,Swansea City,Premier League,61,36,11,27,1,63,77,68,68,61,63,4,900000,15000,Medium,2016
6538,M. Carlini,Frosinone,Serie A,67,2,10,28,1,57,82,68,68,64,72,2,850000,8000,High,2016
6539,R. Acquafresca,Bologna,Serie A,65,0,12,27,2,49,64,68,68,63,56,2,900000,15000,Medium,2016
6540,D. Holla,Brighton & Hove Albion,Premier League,65,61,13,27,1,67,62,68,68,70,68,2,850000,10000,Medium,2016
6541,T. Levels,FC Ingolstadt 04,Bundesliga,54,81,12,28,1,53,63,68,68,67,56,2,650000,10000,Medium,2016
6542,T. Kirschbaum,1. FC Nürnberg,Bundesliga,5,-3,68,28,1,14,31,68,68,29,12,1,750000,10000,Medium,2016
6543,A. Angoula,Évian Thonon Gaillard FC,Ligue 1,43,68,12,34,1,46,57,68,68,50,48,2,270000,5000,Medium,2016
6544,G. Ndy Assembe,AS Nancy Lorraine,Ligue 1,6,3,69,29,1,7,44,68,68,35,6,1,725000,8000,Medium,2016
6545,A. Cuvillier,Stade Brestois 29,Ligue 1,63,33,14,29,1,54,70,68,68,64,68,2,800000,8000,Medium,2016
6546,L. Karaboué,ESTAC Troyes,Ligue 1,66,23,12,27,1,62,74,68,68,72,69,2,850000,10000,Medium,2016
6547,K. Dikgacoi,Cardiff City,Premier League,61,67,10,30,1,61,59,68,68,69,58,2,625000,8000,Medium,2016
6548,Manu Barreiro,Deportivo Alavés,La Liga,68,10,9,28,1,54,63,68,68,66,71,3,875000,8000,Medium,2016
6549,P. Coutts,Sheffield United,Premier League,65,57,11,26,1,67,71,68,68,68,67,3,875000,10000,Medium,2016
6550,P. Ninkov,Toulouse Football Club,Ligue 1,70,63,13,30,1,72,66,68,68,68,67,2,775000,8000,High,2016
6551,M. Hartmann,FC Ingolstadt 04,Bundesliga,69,18,16,29,1,56,72,68,68,72,59,2,825000,10000,Medium,2016
6552,K. Abdallah,Évian Thonon Gaillard FC,Ligue 1,45,76,13,28,1,52,64,68,68,58,45,2,650000,10000,Medium,2016
6553,C. Trimmel,1. FC Union Berlin,Bundesliga,59,76,11,28,1,66,73,68,68,66,60,3,650000,10000,High,2016
6554,S. Krivets,FC Metz,Ligue 1,62,44,11,29,1,52,64,68,68,63,65,4,825000,10000,Medium,2016
6555,Odaïr Fortes,Stade de Reims,Ligue 1,51,21,11,28,1,53,82,68,68,59,60,3,825000,10000,High,2016
6556,N. Bodurov,Fulham,Premier League,50,71,10,29,1,60,64,68,68,56,51,2,650000,8000,Medium,2016
6557,M. Mantovani,CD Leganés,La Liga,56,70,12,30,1,51,58,68,68,57,58,2,625000,1000,High,2016
6558,G. Milan,FC Metz,Ligue 1,42,72,13,27,1,47,43,68,68,50,26,2,700000,10000,Medium,2016
6559,David Mainz,SD Huesca,La Liga,62,27,13,30,1,59,76,68,68,66,57,3,825000,10000,High,2016
6560,H. Mastour,Málaga CF,La Liga,55,1,12,17,1,40,73,67,87,51,66,5,1400000,4000,Medium,2016
6561,K. Iheanacho,Manchester City,Premier League,55,15,9,18,1,52,76,67,85,64,61,2,1400000,8000,High,2016
6562,T. Wellenreuther,RCD Mallorca,La Liga,5,-5,71,19,1,24,53,67,82,37,12,1,1300000,6000,Medium,2016
6563,C. Lenglet,AS Nancy Lorraine,Ligue 1,43,68,10,20,1,49,58,67,81,56,56,2,1500000,6000,Low,2016
6564,Boschilia,AS Monaco,Ligue 1,58,48,9,19,1,47,69,67,81,60,70,3,1500000,10000,Medium,2016
6565,Juan Muñoz,Sevilla FC,La Liga,67,6,10,19,1,64,82,67,81,71,52,3,1500000,10000,Medium,2016
6566,J. Gomez,Liverpool,Premier League,56,79,10,18,1,49,76,67,81,59,62,2,1200000,8000,Medium,2016
6567,Mikel Merino,CA Osasuna,La Liga,63,63,12,19,1,68,30,67,81,44,59,2,1300000,6000,Medium,2016
6568,H. Reed,Southampton,Premier League,53,67,11,20,1,63,70,67,80,62,61,2,1300000,6000,Medium,2016
6569,M. Sarr,Borussia Dortmund,Bundesliga,57,74,11,20,1,60,59,67,80,53,54,2,1300000,15000,Medium,2016
6570,Lucas Torró,Real Madrid,La Liga,57,59,12,20,1,59,57,67,79,54,60,3,1200000,15000,Medium,2016
6571,A. Cerri,Cagliari,Serie A,66,1,11,19,1,43,62,67,79,83,60,2,1200000,8000,Medium,2016
6572,B. Finne,1. FC Köln,Bundesliga,64,5,12,20,1,50,77,67,78,56,54,3,1300000,8000,Medium,2016
6573,R. Walter,AS Nancy Lorraine,Ligue 1,56,62,12,20,1,62,73,67,78,62,62,3,1200000,6000,Medium,2016
6574,L. Krajnc,Cagliari,Serie A,51,72,11,20,1,52,61,67,77,57,52,2,1000000,6000,Medium,2016
6575,W. Cyprien,Racing Club de Lens,Ligue 1,51,59,12,20,1,60,73,67,77,58,67,3,1200000,6000,Medium,2016
6576,J. Gbamin,Racing Club de Lens,Ligue 1,49,71,12,19,1,56,62,67,77,57,52,2,925000,6000,Medium,2016
6577,S. Guirassy,LOSC Lille,Ligue 1,62,32,11,19,1,52,69,67,77,70,62,2,1100000,8000,Medium,2016
6578,L. Dubois,FC Nantes,Ligue 1,56,81,11,20,1,54,68,67,77,59,57,2,1000000,6000,Medium,2016
6579,Cotán,Sevilla FC,La Liga,51,53,11,19,1,58,69,67,77,63,62,3,1000000,10000,Medium,2016
6580,V. Rosseti,Cesena,Serie A,66,24,11,20,1,57,64,67,77,71,62,2,1200000,8000,Medium,2016
6581,V. Rongier,FC Nantes,Ligue 1,55,60,10,20,1,63,68,67,77,62,66,2,1200000,6000,Medium,2016
6582,R. Bensebaini,Montpellier HSC,Ligue 1,51,68,11,20,1,55,55,67,77,53,52,2,1000000,6000,Medium,2016
6583,Olavide,CA Osasuna,La Liga,60,15,13,19,1,57,65,67,77,32,83,2,1100000,8000,Medium,2016
6584,B. Pavard,LOSC Lille,Ligue 1,58,83,11,19,1,59,65,67,77,56,60,2,900000,6000,Medium,2016
6585,Nando,Córdoba CF,La Liga,56,28,10,21,1,49,73,67,77,63,64,4,1200000,8000,Medium,2016
6586,M. Gregoritsch,Hamburger SV,Bundesliga,66,36,10,21,1,57,68,67,76,66,65,3,1100000,8000,High,2016
6587,C. Goldson,Brighton & Hove Albion,Premier League,49,68,10,22,1,51,58,67,76,61,44,2,975000,8000,Medium,2016
6588,V. Verre,Pescara,Serie A,60,53,10,21,1,60,78,67,76,64,64,2,1100000,8000,Medium,2016
